"","Two_yr_Recidivism","Number_of_Priors","Age_Above_FourtyFive","Age_Below_TwentyFive","Misdemeanor","Ethnicity","Sex"
"4680","0",4,"0","0","0","African_American","Male"
"4681","1",3,"0","1","1","African_American","Male"
"4682","1",6,"0","0","1","Hispanic","Male"
"4683","0",4,"1","0","0","African_American","Male"
"4684","1",0,"0","1","0","Hispanic","Male"
"4685","1",1,"0","0","0","Other","Male"
"4686","1",13,"0","0","0","African_American","Female"
"4687","1",1,"0","1","0","African_American","Male"
"4688","1",10,"0","0","0","Caucasian","Male"
"4689","1",10,"0","0","1","Caucasian","Male"
"4690","0",0,"1","0","0","Caucasian","Male"
"4691","0",1,"1","0","1","Caucasian","Male"
"4692","0",2,"0","0","0","African_American","Male"
"4693","1",0,"0","1","0","African_American","Male"
"4694","1",1,"0","0","1","African_American","Female"
"4695","1",9,"0","0","0","Caucasian","Male"
"4696","0",2,"0","0","0","African_American","Male"
"4697","1",1,"0","0","1","Caucasian","Female"
"4698","1",0,"0","1","0","African_American","Male"
"4699","0",0,"0","1","0","African_American","Female"
"4700","1",0,"1","0","0","Caucasian","Male"
"4701","1",4,"0","0","0","African_American","Male"
"4702","0",7,"0","0","0","African_American","Male"
"4703","1",5,"0","0","0","Caucasian","Male"
"4704","0",0,"1","0","1","Other","Male"
"4705","0",0,"0","1","1","African_American","Male"
"4706","1",15,"0","0","0","African_American","Male"
"4707","0",5,"1","0","1","Caucasian","Male"
"4708","0",2,"1","0","1","Caucasian","Male"
"4709","1",21,"1","0","0","African_American","Male"
"4710","0",0,"1","0","0","Asian","Male"
"4711","1",3,"0","0","0","Caucasian","Female"
"4712","0",1,"0","0","1","African_American","Male"
"4713","1",6,"0","0","0","Other","Male"
"4714","1",7,"0","0","0","Hispanic","Male"
"4715","0",0,"0","1","0","African_American","Male"
"4716","0",0,"0","0","0","Caucasian","Male"
"4717","1",0,"0","1","0","Hispanic","Male"
"4718","1",0,"0","1","0","African_American","Male"
"4719","1",7,"0","0","0","African_American","Male"
"4720","1",18,"0","0","0","African_American","Male"
"4721","1",0,"1","0","1","Hispanic","Male"
"4722","1",16,"0","0","0","Caucasian","Male"
"4723","1",0,"0","1","0","African_American","Male"
"4724","0",2,"0","0","0","African_American","Male"
"4725","1",5,"0","0","0","Caucasian","Male"
"4726","1",0,"0","0","0","Caucasian","Male"
"4727","0",0,"0","0","1","Caucasian","Male"
"4728","1",3,"0","1","0","Hispanic","Male"
"4729","0",7,"0","0","0","African_American","Male"
"4730","0",0,"0","1","0","African_American","Female"
"4731","0",0,"0","0","0","Caucasian","Male"
"4732","0",0,"0","0","0","African_American","Male"
"4733","0",0,"0","1","1","African_American","Female"
"4734","1",2,"0","0","0","Caucasian","Female"
"4735","0",0,"0","0","0","African_American","Male"
"4736","1",1,"0","0","0","Caucasian","Female"
"4737","1",16,"1","0","1","African_American","Male"
"4738","0",0,"1","0","0","Caucasian","Male"
"4739","1",7,"0","0","0","Caucasian","Female"
"4740","1",18,"0","0","1","African_American","Male"
"4741","1",0,"0","0","0","African_American","Male"
"4742","0",1,"0","1","0","African_American","Male"
"4743","1",0,"0","1","0","Other","Male"
"4744","0",7,"0","0","0","African_American","Male"
"4745","1",12,"0","0","0","Caucasian","Female"
"4746","0",3,"0","0","1","Hispanic","Male"
"4747","0",6,"0","0","0","Caucasian","Male"
"4748","1",13,"0","0","0","Other","Male"
"4749","1",3,"0","0","1","Caucasian","Male"
"4750","0",1,"0","0","1","Caucasian","Male"
"4751","1",0,"0","1","0","Hispanic","Male"
"4752","0",3,"0","0","1","African_American","Male"
"4753","0",1,"0","0","0","African_American","Male"
"4754","0",2,"1","0","0","Caucasian","Male"
"4755","1",1,"0","1","0","Hispanic","Male"
"4756","0",1,"0","0","0","Caucasian","Male"
"4757","0",0,"0","1","0","African_American","Male"
"4758","0",0,"0","1","0","African_American","Male"
"4759","1",6,"0","0","1","African_American","Male"
"4760","0",0,"0","0","0","African_American","Male"
"4761","1",4,"0","0","0","African_American","Male"
"4762","1",2,"0","1","0","African_American","Male"
"4763","1",7,"0","0","0","African_American","Male"
"4764","1",0,"0","0","1","Caucasian","Female"
"4765","0",5,"0","0","0","Caucasian","Female"
"4766","0",2,"0","0","0","African_American","Male"
"4767","0",15,"0","0","0","Caucasian","Male"
"4768","1",4,"1","0","0","African_American","Male"
"4769","0",4,"0","0","0","African_American","Female"
"4770","1",0,"0","1","1","Caucasian","Male"
"4771","1",7,"1","0","0","African_American","Female"
"4772","0",3,"0","0","0","Caucasian","Male"
"4773","0",8,"0","0","1","African_American","Male"
"4774","1",7,"0","0","0","African_American","Male"
"4775","0",0,"0","0","1","Caucasian","Female"
"4776","1",0,"0","1","0","Caucasian","Male"
"4777","1",0,"0","1","0","African_American","Male"
"4778","1",14,"0","0","0","African_American","Male"
"4779","0",1,"0","0","1","African_American","Male"
"4780","1",5,"0","0","0","Caucasian","Male"
"4781","1",2,"0","1","1","African_American","Male"
"4782","0",1,"0","1","1","Other","Female"
"4783","0",0,"0","0","1","African_American","Male"
"4784","0",0,"0","1","0","Caucasian","Male"
"4785","0",1,"0","0","0","African_American","Female"
"4786","1",0,"0","1","1","African_American","Male"
"4787","1",1,"0","1","0","African_American","Male"
"4788","1",6,"0","0","0","African_American","Male"
"4789","1",10,"0","0","0","Hispanic","Male"
"4790","0",1,"0","1","0","Hispanic","Female"
"4791","0",4,"0","0","1","African_American","Male"
"4792","0",0,"0","0","1","African_American","Female"
"4793","1",7,"1","0","1","Caucasian","Female"
"4794","0",1,"0","0","0","African_American","Male"
"4795","0",0,"1","0","0","Hispanic","Male"
"4796","0",1,"0","0","0","African_American","Male"
"4797","0",0,"0","0","0","African_American","Male"
"4798","1",10,"0","0","0","Caucasian","Female"
"4799","1",0,"1","0","0","African_American","Male"
"4800","0",5,"0","1","0","African_American","Male"
"4801","1",1,"0","1","0","African_American","Male"
"4802","1",0,"0","0","1","Caucasian","Male"
"4803","0",1,"0","1","0","Caucasian","Male"
"4804","0",1,"1","0","0","Caucasian","Female"
"4805","1",17,"0","0","0","African_American","Male"
"4806","1",0,"0","0","0","African_American","Male"
"4807","1",8,"1","0","0","African_American","Male"
"4808","0",2,"1","0","1","Caucasian","Male"
"4809","1",13,"0","0","0","African_American","Male"
"4810","1",4,"0","1","0","African_American","Male"
"4811","1",0,"1","0","0","Caucasian","Male"
"4812","0",2,"0","0","1","African_American","Male"
"4813","0",0,"0","0","1","Caucasian","Female"
"4814","0",1,"0","0","1","African_American","Male"
"4815","1",0,"0","1","1","African_American","Male"
"4816","0",2,"1","0","1","Caucasian","Female"
"4817","1",5,"0","1","0","Caucasian","Male"
"4818","0",1,"1","0","1","African_American","Male"
"4819","1",8,"0","0","1","African_American","Male"
"4820","0",2,"1","0","1","African_American","Male"
"4821","0",0,"0","0","0","Caucasian","Male"
"4822","0",0,"0","0","1","Hispanic","Female"
"4823","1",0,"0","0","0","Other","Male"
"4824","1",2,"0","0","1","African_American","Male"
"4825","1",4,"0","1","0","African_American","Male"
"4826","0",0,"0","0","1","Hispanic","Male"
"4827","0",0,"0","1","0","African_American","Female"
"4828","0",6,"0","0","0","African_American","Male"
"4829","1",0,"0","1","0","African_American","Male"
"4830","0",1,"0","0","1","African_American","Male"
"4831","0",2,"0","0","0","African_American","Male"
"4832","0",3,"1","0","1","Caucasian","Male"
"4833","1",7,"0","0","0","African_American","Male"
"4834","1",6,"0","1","0","African_American","Male"
"4835","0",2,"0","0","1","Caucasian","Male"
"4836","0",4,"0","0","0","Caucasian","Male"
"4837","0",3,"0","0","0","African_American","Male"
"4838","0",2,"0","0","0","Hispanic","Female"
"4839","0",0,"0","0","0","Caucasian","Male"
"4840","0",1,"0","0","0","African_American","Male"
"4841","1",1,"0","0","0","African_American","Male"
"4842","0",0,"0","1","0","African_American","Male"
"4843","1",11,"0","0","0","Caucasian","Male"
"4844","0",0,"0","0","1","African_American","Male"
"4845","0",1,"0","0","0","Other","Male"
"4846","1",14,"0","0","0","African_American","Male"
"4847","1",2,"0","1","0","Caucasian","Male"
"4848","0",0,"0","0","0","African_American","Male"
"4849","0",0,"1","0","0","African_American","Male"
"4850","1",6,"0","0","0","African_American","Male"
"4851","1",9,"0","0","0","African_American","Male"
"4852","0",2,"0","1","0","African_American","Female"
"4853","0",1,"1","0","1","Caucasian","Male"
"4854","0",4,"1","0","0","Caucasian","Male"
"4855","0",0,"0","0","1","African_American","Female"
"4856","0",0,"0","1","1","Caucasian","Female"
"4857","0",5,"0","0","0","African_American","Female"
"4858","0",1,"0","0","0","Hispanic","Male"
"4859","1",6,"0","0","1","African_American","Male"
"4860","0",1,"0","0","0","African_American","Male"
"4861","0",0,"1","0","0","Hispanic","Male"
"4862","1",1,"1","0","0","Caucasian","Male"
"4863","1",0,"0","0","0","Caucasian","Male"
"4864","0",5,"1","0","1","African_American","Male"
"4865","0",1,"1","0","1","Caucasian","Male"
"4866","1",1,"0","0","0","Other","Male"
"4867","1",2,"0","1","0","Hispanic","Male"
"4868","1",7,"0","0","0","African_American","Male"
"4869","1",16,"0","0","0","African_American","Male"
"4870","0",0,"0","0","1","Caucasian","Female"
"4871","0",2,"0","0","1","Caucasian","Female"
"4872","0",1,"0","0","0","African_American","Female"
"4873","0",0,"0","0","1","Caucasian","Male"
"4874","0",0,"0","0","1","African_American","Male"
"4875","0",5,"0","0","0","Caucasian","Male"
"4876","0",0,"0","0","0","African_American","Male"
"4877","0",2,"0","0","0","African_American","Male"
"4878","1",12,"0","0","0","African_American","Male"
"4879","0",1,"0","0","0","Asian","Male"
"4880","0",2,"0","0","0","Caucasian","Male"
"4881","0",0,"0","0","0","African_American","Male"
"4882","0",19,"0","0","0","African_American","Male"
"4883","0",0,"0","0","0","Caucasian","Female"
"4884","0",0,"0","0","0","Caucasian","Male"
"4885","0",0,"1","0","0","Caucasian","Male"
"4886","0",4,"0","0","0","Caucasian","Male"
"4887","1",17,"0","0","0","African_American","Male"
"4888","1",4,"0","0","0","African_American","Male"
"4889","1",12,"0","0","1","Caucasian","Male"
"4890","0",0,"1","0","0","Caucasian","Female"
"4891","1",4,"0","1","0","African_American","Female"
"4892","1",2,"0","0","0","Caucasian","Male"
"4893","0",1,"0","0","1","African_American","Female"
"4894","0",0,"0","1","0","Other","Male"
"4895","1",0,"0","1","1","African_American","Female"
"4896","0",0,"0","0","1","African_American","Male"
"4897","0",0,"0","0","1","African_American","Female"
"4898","1",4,"1","0","0","Caucasian","Male"
"4899","0",9,"0","0","0","Hispanic","Male"
"4900","1",7,"0","0","0","African_American","Male"
"4901","0",1,"0","0","0","Hispanic","Female"
"4902","0",0,"0","1","1","Caucasian","Female"
"4903","0",12,"0","0","0","Caucasian","Male"
"4904","1",0,"0","0","0","Caucasian","Male"
"4905","0",2,"0","0","1","African_American","Male"
"4906","0",0,"0","0","1","African_American","Male"
"4907","0",8,"0","0","0","African_American","Female"
"4908","1",0,"0","0","0","Caucasian","Female"
"4909","1",0,"0","0","1","Caucasian","Female"
"4910","1",8,"0","0","1","African_American","Male"
"4911","0",1,"0","0","1","Caucasian","Female"
"4912","0",3,"0","0","0","Caucasian","Male"
"4913","1",5,"0","0","0","Caucasian","Male"
"4914","1",1,"1","0","0","Caucasian","Male"
"4915","1",0,"1","0","0","Other","Male"
"4916","0",1,"0","0","0","Caucasian","Male"
"4917","0",3,"0","0","0","Caucasian","Male"
"4918","1",0,"0","0","1","Hispanic","Male"
"4919","1",8,"0","1","0","African_American","Male"
"4920","0",1,"0","1","0","Caucasian","Male"
"4921","1",13,"1","0","1","Caucasian","Male"
"4922","0",4,"0","0","0","African_American","Female"
"4923","1",6,"0","0","0","African_American","Female"
"4924","1",4,"0","0","1","Caucasian","Male"
"4925","0",1,"0","0","0","Caucasian","Male"
"4926","0",2,"0","0","0","African_American","Male"
"4927","1",8,"0","0","1","African_American","Male"
"4928","0",1,"0","1","0","African_American","Male"
"4929","0",0,"0","0","1","Asian","Male"
"4930","0",1,"1","0","1","Hispanic","Male"
"4931","1",23,"0","0","1","African_American","Male"
"4932","0",3,"0","0","1","Caucasian","Male"
"4933","0",7,"0","0","0","African_American","Male"
"4934","1",7,"0","0","0","Caucasian","Male"
"4935","0",1,"0","1","0","Caucasian","Male"
"4936","0",0,"1","0","1","Caucasian","Female"
"4937","1",5,"0","0","1","Caucasian","Male"
"4938","0",0,"0","0","1","Hispanic","Female"
"4939","0",1,"0","0","1","African_American","Male"
"4940","1",3,"0","0","0","Caucasian","Female"
"4941","0",2,"0","1","1","Caucasian","Male"
"4942","0",0,"1","0","0","Asian","Male"
"4943","0",0,"0","0","1","Caucasian","Female"
"4944","1",0,"0","0","0","Caucasian","Female"
"4945","0",1,"0","0","0","Caucasian","Female"
"4946","0",0,"0","0","0","African_American","Male"
"4947","0",1,"0","0","0","Hispanic","Male"
"4948","1",2,"0","1","0","African_American","Male"
"4949","1",9,"0","0","1","Caucasian","Female"
"4950","0",5,"0","0","1","African_American","Female"
"4951","0",3,"1","0","0","African_American","Female"
"4952","0",1,"0","1","0","Hispanic","Male"
"4953","0",1,"0","1","0","Hispanic","Female"
"4954","0",3,"0","0","0","Hispanic","Male"
"4955","1",0,"0","0","0","African_American","Male"
"4956","0",0,"0","0","1","African_American","Female"
"4957","0",0,"0","0","0","Caucasian","Male"
"4958","0",2,"0","0","1","African_American","Male"
"4959","0",0,"0","0","0","Other","Female"
"4960","1",2,"0","1","1","African_American","Male"
"4961","1",10,"0","1","0","African_American","Male"
"4962","1",26,"0","0","0","Hispanic","Male"
"4963","0",5,"0","0","0","Hispanic","Male"
"4964","0",1,"1","0","0","Caucasian","Male"
"4965","1",1,"0","1","0","African_American","Male"
"4966","0",0,"1","0","1","Hispanic","Male"
"4967","1",2,"0","1","0","African_American","Male"
"4968","0",3,"0","0","1","African_American","Male"
"4969","0",0,"0","0","1","Caucasian","Female"
"4970","1",0,"0","0","0","African_American","Male"
"4971","0",1,"1","0","0","Caucasian","Male"
"4972","1",9,"0","0","1","African_American","Male"
"4973","1",19,"0","0","0","Hispanic","Male"
"4974","0",0,"0","1","1","Other","Male"
"4975","1",1,"1","0","1","Other","Male"
"4976","1",3,"0","0","0","African_American","Female"
"4977","0",4,"0","0","0","African_American","Male"
"4978","1",12,"1","0","0","Caucasian","Male"
"4979","0",1,"0","0","1","Other","Male"
"4980","0",0,"0","0","1","Caucasian","Male"
"4981","0",2,"0","1","0","African_American","Male"
"4982","1",0,"0","0","0","African_American","Female"
"4983","0",0,"0","0","1","African_American","Male"
"4984","1",5,"0","0","0","Hispanic","Male"
"4985","0",0,"0","0","0","Hispanic","Female"
"4986","0",0,"1","0","0","Caucasian","Female"
"4987","0",1,"0","0","1","Hispanic","Female"
"4988","0",6,"0","1","0","Caucasian","Male"
"4989","0",0,"1","0","1","African_American","Male"
"4990","1",0,"0","1","0","African_American","Male"
"4991","1",16,"0","0","0","African_American","Male"
"4992","0",7,"0","0","0","African_American","Male"
"4993","0",3,"1","0","0","Caucasian","Female"
"4994","0",0,"0","1","0","African_American","Male"
"4995","1",0,"0","0","0","African_American","Male"
"4996","1",2,"0","1","1","African_American","Male"
"4997","0",0,"0","0","1","Caucasian","Male"
"4998","1",1,"0","1","0","African_American","Male"
"4999","1",5,"0","0","0","Other","Female"
"5000","0",1,"0","0","0","Caucasian","Male"
"5001","0",0,"0","0","0","African_American","Male"
"5002","0",0,"0","0","1","African_American","Male"
"5003","0",0,"0","0","0","African_American","Male"
"5004","1",5,"0","0","0","African_American","Female"
"5005","0",0,"0","1","1","Other","Male"
"5006","0",0,"1","0","1","Caucasian","Male"
"5007","1",1,"0","1","0","Caucasian","Male"
"5008","0",5,"0","0","1","African_American","Male"
"5009","0",0,"1","0","1","Caucasian","Male"
"5010","1",0,"0","0","0","African_American","Male"
"5011","1",2,"0","1","0","African_American","Male"
"5012","1",1,"0","0","0","Caucasian","Female"
"5013","1",7,"0","0","0","African_American","Female"
"5014","1",1,"0","0","1","Caucasian","Male"
"5015","0",0,"1","0","0","Caucasian","Male"
"5016","1",1,"0","0","0","African_American","Male"
"5017","0",0,"0","0","0","African_American","Male"
"5018","1",2,"0","1","1","African_American","Male"
"5019","1",1,"0","0","0","Hispanic","Male"
"5020","1",4,"0","0","0","Caucasian","Male"
"5021","0",0,"0","0","1","African_American","Male"
"5022","0",0,"1","0","1","African_American","Female"
"5023","0",1,"0","0","1","African_American","Female"
"5024","0",0,"1","0","0","Other","Male"
"5025","1",1,"0","1","0","Caucasian","Male"
"5026","1",3,"0","1","1","Caucasian","Male"
"5027","0",0,"0","0","0","African_American","Male"
"5028","0",0,"0","1","0","African_American","Male"
"5029","0",0,"0","0","1","Other","Male"
"5030","0",3,"0","0","1","African_American","Female"
"5031","0",0,"1","0","1","Caucasian","Male"
"5032","1",7,"0","0","0","Other","Male"
"5033","1",2,"0","0","0","African_American","Male"
"5034","1",1,"0","1","0","Native_American","Male"
"5035","0",0,"0","0","1","Caucasian","Male"
"5036","1",17,"0","0","1","African_American","Male"
"5037","0",1,"1","0","1","Hispanic","Male"
"5038","1",1,"0","1","0","African_American","Male"
"5039","1",0,"1","0","1","Caucasian","Male"
"5040","0",2,"0","0","0","African_American","Male"
"5041","1",1,"0","0","1","African_American","Female"
"5042","0",2,"0","1","0","African_American","Male"
"5043","0",0,"0","0","0","Caucasian","Female"
"5044","0",0,"1","0","1","Caucasian","Female"
"5045","0",0,"0","0","1","Hispanic","Male"
"5046","0",1,"0","1","0","African_American","Male"
"5047","1",1,"0","1","1","African_American","Male"
"5048","1",9,"0","0","0","Caucasian","Male"
"5049","0",7,"1","0","0","Caucasian","Male"
"5050","0",1,"0","1","0","African_American","Male"
"5051","0",1,"1","0","0","African_American","Male"
"5052","1",0,"0","0","0","Caucasian","Female"
"5053","1",0,"0","1","0","African_American","Male"
"5054","0",0,"0","1","0","African_American","Male"
"5055","0",1,"0","0","1","Caucasian","Female"
"5056","0",0,"1","0","0","Other","Male"
"5057","0",1,"0","0","0","African_American","Male"
"5058","0",1,"1","0","1","Caucasian","Male"
"5059","0",1,"1","0","0","Caucasian","Male"
"5060","1",2,"0","1","0","Hispanic","Male"
"5061","0",5,"0","0","1","African_American","Male"
"5062","1",4,"0","0","1","Caucasian","Male"
"5063","1",5,"0","0","0","African_American","Male"
"5064","0",1,"1","0","1","Caucasian","Male"
"5065","0",2,"0","0","1","African_American","Male"
"5066","0",0,"0","1","0","Hispanic","Male"
"5067","1",21,"0","0","0","African_American","Male"
"5068","0",0,"0","0","1","African_American","Male"
"5069","0",1,"0","1","0","Other","Male"
"5070","1",3,"0","0","1","African_American","Male"
"5071","0",1,"0","0","0","African_American","Female"
"5072","0",0,"0","1","0","African_American","Male"
"5073","0",3,"0","0","0","African_American","Male"
"5074","0",0,"0","0","1","Caucasian","Male"
"5075","0",0,"1","0","0","Caucasian","Male"
"5076","1",5,"0","0","0","Caucasian","Male"
"5077","1",1,"0","1","0","African_American","Male"
"5078","0",0,"1","0","0","Caucasian","Male"
"5079","0",1,"0","0","1","Caucasian","Male"
"5080","0",0,"0","0","1","Hispanic","Female"
"5081","0",0,"0","0","1","African_American","Male"
"5082","1",6,"0","0","1","African_American","Male"
"5083","1",0,"0","1","1","Hispanic","Female"
"5084","1",9,"1","0","0","African_American","Male"
"5085","1",8,"0","1","0","Caucasian","Male"
"5086","0",2,"0","0","1","Caucasian","Male"
"5087","1",3,"0","1","0","African_American","Male"
"5088","0",0,"0","0","1","Caucasian","Female"
"5089","1",7,"0","0","0","African_American","Male"
"5090","0",5,"1","0","0","Caucasian","Male"
"5091","1",4,"0","0","1","African_American","Male"
"5092","0",1,"0","0","0","African_American","Male"
"5093","0",0,"0","0","0","Hispanic","Female"
"5094","1",1,"0","0","1","African_American","Female"
"5095","0",10,"0","1","0","Caucasian","Male"
"5096","1",0,"0","1","0","Hispanic","Male"
"5097","1",2,"0","0","0","Caucasian","Male"
"5098","0",0,"0","1","0","Other","Male"
"5099","0",2,"0","0","0","Caucasian","Male"
"5100","1",12,"0","0","0","African_American","Male"
"5101","1",2,"1","0","1","Caucasian","Male"
"5102","0",2,"0","0","1","Caucasian","Male"
"5103","1",0,"0","0","0","Other","Male"
"5104","1",1,"1","0","0","Caucasian","Male"
"5105","0",1,"0","1","0","African_American","Male"
"5106","1",3,"0","1","0","African_American","Male"
"5107","0",5,"0","0","0","African_American","Male"
"5108","1",6,"0","1","0","African_American","Male"
"5109","1",1,"0","1","1","African_American","Male"
"5110","1",2,"0","0","0","Caucasian","Female"
"5111","1",3,"1","0","0","African_American","Male"
"5112","1",11,"0","0","0","Caucasian","Male"
"5113","1",7,"1","0","0","Caucasian","Male"
"5114","0",2,"1","0","1","Hispanic","Male"
"5115","1",11,"0","0","0","African_American","Male"
"5116","0",1,"0","1","0","African_American","Male"
"5117","1",1,"1","0","1","Caucasian","Male"
"5118","0",2,"0","0","1","African_American","Male"
"5119","0",0,"0","0","1","Other","Male"
"5120","0",2,"0","0","0","African_American","Male"
"5121","0",0,"0","1","1","Other","Male"
"5122","0",0,"0","0","0","Caucasian","Female"
"5123","0",5,"0","0","0","African_American","Male"
"5124","0",0,"0","1","0","Caucasian","Male"
"5125","1",0,"0","0","0","African_American","Male"
"5126","1",1,"0","1","1","African_American","Male"
"5127","0",0,"0","1","1","African_American","Female"
"5128","1",0,"0","0","0","Other","Male"
"5129","0",0,"0","0","0","Caucasian","Male"
"5130","1",2,"0","1","0","Caucasian","Male"
"5131","1",1,"0","1","0","Caucasian","Male"
"5132","1",5,"0","1","0","Caucasian","Male"
"5133","1",22,"0","0","0","African_American","Male"
"5134","1",0,"0","0","0","Other","Female"
"5135","1",2,"1","0","0","Caucasian","Male"
"5136","0",5,"0","0","1","African_American","Male"
"5137","1",12,"0","0","1","African_American","Male"
"5138","0",0,"0","0","0","African_American","Male"
"5139","0",0,"0","1","0","African_American","Male"
"5140","0",0,"0","0","0","African_American","Male"
"5141","1",2,"0","0","0","Other","Male"
"5142","0",1,"1","0","0","Caucasian","Male"
"5143","1",0,"0","0","1","Hispanic","Male"
"5144","0",0,"0","1","0","African_American","Male"
"5145","0",1,"0","1","0","Caucasian","Male"
"5146","1",0,"0","1","0","Caucasian","Female"
"5147","1",1,"0","0","1","Hispanic","Male"
"5148","1",1,"0","0","0","Caucasian","Male"
"5149","1",3,"0","0","1","African_American","Female"
"5150","0",3,"0","1","0","African_American","Male"
"5151","1",0,"1","0","1","Hispanic","Female"
"5152","1",11,"0","0","0","African_American","Female"
"5153","0",0,"0","0","1","Caucasian","Female"
"5154","1",13,"1","0","0","African_American","Male"
"5155","0",9,"0","0","1","African_American","Male"
"5156","1",4,"0","1","0","Hispanic","Male"
"5157","0",6,"1","0","0","Caucasian","Male"
"5158","1",2,"1","0","0","African_American","Male"
"5159","0",1,"0","0","1","African_American","Female"
"5160","1",0,"0","0","0","Caucasian","Male"
"5161","1",1,"0","0","0","Other","Male"
"5162","1",1,"0","1","0","African_American","Male"
"5163","0",1,"0","0","1","African_American","Male"
"5164","1",20,"0","0","0","African_American","Male"
"5165","1",2,"0","0","0","African_American","Male"
"5166","1",4,"0","1","0","Hispanic","Male"
"5167","0",6,"1","0","0","Caucasian","Male"
"5168","0",0,"0","1","0","African_American","Male"
"5169","0",0,"0","1","1","Caucasian","Male"
"5170","0",0,"1","0","1","Caucasian","Male"
"5171","0",7,"0","0","1","African_American","Male"
"5172","0",0,"0","0","1","Caucasian","Male"
"5173","1",3,"0","1","0","Caucasian","Male"
"5174","0",0,"0","0","0","Caucasian","Male"
"5175","1",9,"0","0","1","African_American","Male"
"5176","1",2,"0","0","0","Caucasian","Male"
"5177","0",1,"0","0","0","Caucasian","Male"
"5178","0",0,"0","1","1","African_American","Male"
"5179","0",0,"0","1","1","Caucasian","Female"
"5180","0",3,"0","0","0","Caucasian","Male"
"5181","1",3,"0","0","0","Caucasian","Male"
"5182","0",1,"1","0","0","Caucasian","Male"
"5183","0",0,"0","0","0","African_American","Female"
"5184","1",1,"0","1","0","African_American","Male"
"5185","1",1,"0","0","0","African_American","Male"
"5186","0",2,"0","0","0","Caucasian","Male"
"5187","0",0,"0","0","0","Caucasian","Male"
"5188","0",3,"0","0","0","Caucasian","Male"
"5189","1",1,"0","1","0","African_American","Male"
"5190","0",2,"0","0","1","African_American","Male"
"5191","0",0,"1","0","1","Caucasian","Female"
"5192","1",1,"0","0","0","African_American","Male"
"5193","0",25,"1","0","0","African_American","Male"
"5194","0",0,"0","0","1","Other","Male"
"5195","0",4,"0","0","0","Caucasian","Male"
"5196","0",3,"0","0","0","African_American","Male"
"5197","1",0,"0","0","0","Caucasian","Male"
"5198","1",15,"0","0","0","Caucasian","Male"
"5199","0",0,"0","0","0","African_American","Male"
"5200","0",0,"1","0","1","Caucasian","Male"
"5201","1",0,"0","0","0","Caucasian","Male"
"5202","0",4,"1","0","0","Caucasian","Female"
"5203","1",3,"0","0","0","African_American","Male"
"5204","0",1,"0","0","0","African_American","Male"
"5205","0",0,"1","0","0","Hispanic","Male"
"5206","0",0,"0","0","0","African_American","Female"
"5207","0",0,"0","0","1","Caucasian","Female"
"5208","1",1,"0","0","0","Caucasian","Male"
"5209","0",0,"0","0","1","African_American","Female"
"5210","0",3,"0","0","1","African_American","Male"
"5211","1",4,"0","1","0","Caucasian","Male"
"5212","0",0,"0","0","0","African_American","Male"
"5213","0",0,"1","0","1","Caucasian","Male"
"5214","0",0,"0","0","1","African_American","Female"
"5215","0",0,"0","0","1","Caucasian","Female"
"5216","0",4,"0","0","1","Caucasian","Female"
"5217","0",0,"0","1","0","African_American","Female"
"5218","1",5,"0","0","0","Caucasian","Male"
"5219","0",0,"0","0","0","Caucasian","Male"
"5220","0",3,"1","0","0","African_American","Male"
"5221","1",8,"0","1","0","African_American","Male"
"5222","0",4,"0","0","0","African_American","Male"
"5223","1",10,"0","0","0","African_American","Male"
"5224","0",2,"0","0","0","Hispanic","Male"
"5225","1",4,"0","0","0","African_American","Female"
"5226","0",2,"1","0","1","African_American","Male"
"5227","0",3,"0","0","1","Hispanic","Male"
"5228","1",1,"0","0","0","Other","Male"
"5229","0",0,"0","0","1","African_American","Male"
"5230","1",0,"0","1","1","African_American","Male"
"5231","1",22,"1","0","0","African_American","Male"
"5232","1",3,"1","0","0","Caucasian","Female"
"5233","0",0,"1","0","0","Other","Male"
"5234","1",10,"0","0","0","African_American","Male"
"5235","0",1,"1","0","1","African_American","Male"
"5236","1",1,"0","1","0","African_American","Male"
"5237","1",4,"0","1","1","Caucasian","Male"
"5238","1",2,"0","0","0","Caucasian","Female"
"5239","1",3,"1","0","0","Hispanic","Male"
"5240","1",3,"0","0","1","Caucasian","Male"
"5241","1",1,"0","1","0","African_American","Male"
"5242","0",0,"0","0","0","Hispanic","Female"
"5243","0",0,"0","1","0","African_American","Male"
"5244","1",8,"1","0","0","African_American","Male"
"5245","0",5,"0","0","0","African_American","Male"
"5246","0",1,"0","0","0","Caucasian","Male"
"5247","1",0,"0","0","1","African_American","Female"
"5248","1",1,"0","0","0","Caucasian","Male"
"5249","0",8,"0","0","1","African_American","Male"
"5250","1",5,"1","0","0","African_American","Male"
"5251","0",0,"0","0","1","African_American","Female"
"5252","0",2,"0","1","0","Caucasian","Male"
"5253","0",4,"0","0","0","Caucasian","Male"
"5254","0",21,"1","0","0","African_American","Male"
"5255","0",4,"0","1","0","Caucasian","Male"
"5256","1",1,"0","0","0","Caucasian","Male"
"5257","0",0,"0","1","1","Caucasian","Male"
"5258","0",6,"0","0","1","African_American","Male"
"5259","1",9,"0","0","0","African_American","Male"
"5260","0",15,"1","0","1","African_American","Male"
"5261","1",22,"1","0","0","Native_American","Male"
"5262","0",0,"1","0","1","Other","Female"
"5263","0",1,"0","0","1","African_American","Male"
